mode,route_id,o_zone_id,d_zone_id,unique_route_id,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,volume,
auto,0,1,2,1,1,1;3;2,3;4,0.0124301,0.02,0.02,0.0201099,6_7,7000
