mode,route_id,o_zone_id,d_zone_id,unique_route_id,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,volume,
auto,1,1,2,2,0.40625,1;4;2,2;4,0.0186451,0.03,0.0278571,0.0279707,7_6,2843.75
auto,0,1,2,1,0.59375,1;3;2,1;3,0.0124301,0.02,0.022,0.0287405,6_4,4156.25
